# OpenSignals Text File Format. Version 1
# {"0C:43:14:24:80:23": {"position": 0, "device": "bitalino_rev", "device name": "0C:43:14:24:80:23", "device connection": "0C:43:14:24:80:23", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-2-29", "time": "11:10:3.30", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	512	
1	0	0	0	0	509	
2	0	0	0	0	510	
3	0	0	0	0	510	
4	0	0	0	0	511	
5	0	0	0	0	508	
6	0	0	0	0	512	
7	0	0	0	0	508	
8	0	0	0	0	511	
9	0	0	0	0	511	
10	0	0	0	0	511	
11	0	0	0	0	509	
12	0	0	0	0	511	
13	0	0	0	0	507	
14	0	0	0	0	513	
15	0	0	0	0	510	
0	0	0	0	0	512	
1	0	0	0	0	507	
2	0	0	0	0	514	
3	0	0	0	0	507	
4	0	0	0	0	512	
5	0	0	0	0	509	
6	0	0	0	0	512	
7	0	0	0	0	512	
8	0	0	0	0	512	
9	0	0	0	0	508	
10	0	0	0	0	511	
11	0	0	0	0	508	
12	0	0	0	0	511	
13	0	0	0	0	509	
14	0	0	0	0	513	
15	0	0	0	0	511	
0	0	0	0	0	511	
1	0	0	0	0	507	
2	0	0	0	0	512	
3	0	0	0	0	509	
4	0	0	0	0	511	
5	0	0	0	0	508	
6	0	0	0	0	510	
7	0	0	0	0	508	
8	0	0	0	0	510	
9	0	0	0	0	509	
10	0	0	0	0	511	
11	0	0	0	0	511	
12	0	0	0	0	511	
13	0	0	0	0	509	
14	0	0	0	0	513	
15	0	0	0	0	510	
0	0	0	0	0	513	
1	0	0	0	0	508	
2	0	0	0	0	512	
3	0	0	0	0	510	
4	0	0	0	0	513	
5	0	0	0	0	508	
6	0	0	0	0	511	
7	0	0	0	0	509	
8	0	0	0	0	511	
9	0	0	0	0	509	
10	0	0	0	0	511	
11	0	0	0	0	507	
12	0	0	0	0	508	
13	0	0	0	0	509	
14	0	0	0	0	512	
15	0	0	0	0	509	
0	0	0	0	0	512	
1	0	0	0	0	510	
2	0	0	0	0	514	
3	0	0	0	0	514	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	513	
7	0	0	0	0	507	
8	0	0	0	0	510	
9	0	0	0	0	508	
10	0	0	0	0	512	
11	0	0	0	0	511	
12	0	0	0	0	512	
13	0	0	0	0	510	
14	0	0	0	0	511	
15	0	0	0	0	509	
0	0	0	0	0	512	
1	0	0	0	0	509	
2	0	0	0	0	512	
3	0	0	0	0	509	
4	0	0	0	0	513	
5	0	0	0	0	510	
6	0	0	0	0	511	
7	0	0	0	0	511	
8	0	0	0	0	508	
9	0	0	0	0	506	
10	0	0	0	0	512	
11	0	0	0	0	508	
12	0	0	0	0	513	
13	0	0	0	0	508	
14	0	0	0	0	511	
15	0	0	0	0	509	
0	0	0	0	0	511	
1	0	0	0	0	508	
2	0	0	0	0	511	
3	0	0	0	0	510	
4	0	0	0	0	512	
5	0	0	0	0	508	
6	0	0	0	0	512	
7	0	0	0	0	508	
8	0	0	0	0	513	
9	0	0	0	0	508	
10	0	0	0	0	512	
11	0	0	0	0	507	
12	0	0	0	0	512	
13	0	0	0	0	508	
14	0	0	0	0	512	
15	0	0	0	0	509	
0	0	0	0	0	511	
1	0	0	0	0	509	
2	0	0	0	0	515	
3	0	0	0	0	508	
4	0	0	0	0	513	
5	0	0	0	0	506	
6	0	0	0	0	511	
7	0	0	0	0	509	
8	0	0	0	0	513	
9	0	0	0	0	507	
10	0	0	0	0	512	
11	0	0	0	0	509	
12	0	0	0	0	515	
13	0	0	0	0	508	
14	0	0	0	0	510	
15	0	0	0	0	508	
0	0	0	0	0	513	
1	0	0	0	0	506	
2	0	0	0	0	513	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	511	
6	0	0	0	0	512	
7	0	0	0	0	509	
8	0	0	0	0	511	
9	0	0	0	0	508	
10	0	0	0	0	510	
11	0	0	0	0	506	
12	0	0	0	0	511	
13	0	0	0	0	509	
14	0	0	0	0	512	
15	0	0	0	0	509	
0	0	0	0	0	512	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	514	
5	0	0	0	0	507	
6	0	0	0	0	513	
7	0	0	0	0	510	
8	0	0	0	0	512	
9	0	0	0	0	507	
10	0	0	0	0	514	
11	0	0	0	0	508	
12	0	0	0	0	511	
13	0	0	0	0	508	
14	0	0	0	0	511	
15	0	0	0	0	509	
0	0	0	0	0	512	
1	0	0	0	0	508	
2	0	0	0	0	512	
3	0	0	0	0	510	
4	0	0	0	0	513	
5	0	0	0	0	509	
6	0	0	0	0	511	
7	0	0	0	0	509	
8	0	0	0	0	512	
