nSeq,I1,I2,O1,O2,A2
0	0	0	0	0	515
1	0	0	0	0	513
2	0	0	0	0	519
3	0	0	0	0	513
4	0	0	0	0	514
5	0	0	0	0	507
6	0	0	0	0	512
7	0	0	0	0	510
8	0	0	0	0	515
9	0	0	0	0	515
10	0	0	0	0	525
11	0	0	0	0	519
12	0	0	0	0	522
13	0	0	0	0	514
14	0	0	0	0	512
15	0	0	0	0	502
0	0	0	0	0	501
1	0	0	0	0	493
2	0	0	0	0	498
3	0	0	0	0	496
4	0	0	0	0	501
5	0	0	0	0	498
6	0	0	0	0	499
7	0	0	0	0	491
8	0	0	0	0	496
9	0	0	0	0	493
10	0	0	0	0	501
11	0	0	0	0	498
12	0	0	0	0	502
13	0	0	0	0	498
14	0	0	0	0	503
15	0	0	0	0	503
0	0	0	0	0	510
1	0	0	0	0	505
2	0	0	0	0	509
3	0	0	0	0	524
4	0	0	0	0	551
5	0	0	0	0	546
6	0	0	0	0	411
7	0	0	0	0	268
8	0	0	0	0	387
9	0	0	0	0	516
10	0	0	0	0	529
11	0	0	0	0	538
12	0	0	0	0	544
13	0	0	0	0	537
14	0	0	0	0	546
15	0	0	0	0	543
0	0	0	0	0	548
1	0	0	0	0	543
2	0	0	0	0	542
3	0	0	0	0	530
4	0	0	0	0	529
5	0	0	0	0	514
6	0	0	0	0	508
7	0	0	0	0	497
8	0	0	0	0	503
9	0	0	0	0	501
10	0	0	0	0	509
11	0	0	0	0	500
12	0	0	0	0	500
13	0	0	0	0	494
14	0	0	0	0	504
15	0	0	0	0	498
0	0	0	0	0	509
1	0	0	0	0	505
2	0	0	0	0	509
3	0	0	0	0	502
4	0	0	0	0	507
5	0	0	0	0	503
6	0	0	0	0	508
7	0	0	0	0	500
8	0	0	0	0	504
9	0	0	0	0	504
10	0	0	0	0	517
11	0	0	0	0	523
12	0	0	0	0	543
13	0	0	0	0	550
14	0	0	0	0	561
15	0	0	0	0	551
0	0	0	0	0	546
1	0	0	0	0	533
2	0	0	0	0	539
3	0	0	0	0	542
4	0	0	0	0	550
5	0	0	0	0	552
6	0	0	0	0	556
7	0	0	0	0	548
8	0	0	0	0	552
9	0	0	0	0	541
10	0	0	0	0	535
11	0	0	0	0	518
12	0	0	0	0	515
13	0	0	0	0	508
14	0	0	0	0	521
15	0	0	0	0	532
0	0	0	0	0	555
1	0	0	0	0	572
2	0	0	0	0	590
3	0	0	0	0	588
4	0	0	0	0	592
5	0	0	0	0	576
6	0	0	0	0	562
7	0	0	0	0	541
8	0	0	0	0	542
9	0	0	0	0	547
10	0	0	0	0	568
11	0	0	0	0	579
12	0	0	0	0	606
13	0	0	0	0	614
14	0	0	0	0	624
15	0	0	0	0	616
0	0	0	0	0	613
1	0	0	0	0	589
2	0	0	0	0	576
3	0	0	0	0	571
4	0	0	0	0	591
5	0	0	0	0	598
6	0	0	0	0	614
7	0	0	0	0	606
8	0	0	0	0	606
9	0	0	0	0	593
10	0	0	0	0	619
11	0	0	0	0	634
12	0	0	0	0	624
13	0	0	0	0	437
14	0	0	0	0	287
15	0	0	0	0	444
0	0	0	0	0	584
1	0	0	0	0	612
2	0	0	0	0	650
3	0	0	0	0	632
4	0	0	0	0	612
5	0	0	0	0	582
6	0	0	0	0	567
7	0	0	0	0	543
8	0	0	0	0	547
9	0	0	0	0	547
10	0	0	0	0	559
11	0	0	0	0	558
12	0	0	0	0	561
13	0	0	0	0	547
14	0	0	0	0	540
15	0	0	0	0	515
0	0	0	0	0	504
1	0	0	0	0	483
2	0	0	0	0	487
3	0	0	0	0	485
4	0	0	0	0	500
5	0	0	0	0	505
6	0	0	0	0	526
7	0	0	0	0	529
8	0	0	0	0	536
9	0	0	0	0	523
10	0	0	0	0	524
11	0	0	0	0	514
12	0	0	0	0	524
13	0	0	0	0	524
14	0	0	0	0	543
15	0	0	0	0	546
0	0	0	0	0	563
1	0	0	0	0	560
2	0	0	0	0	555
3	0	0	0	0	536
4	0	0	0	0	534
5	0	0	0	0	513
6	0	0	0	0	512
7	0	0	0	0	506
8	0	0	0	0	516
9	0	0	0	0	515
10	0	0	0	0	522
11	0	0	0	0	509
12	0	0	0	0	500
13	0	0	0	0	476
14	0	0	0	0	469
15	0	0	0	0	451
0	0	0	0	0	456
1	0	0	0	0	456
2	0	0	0	0	470
3	0	0	0	0	473
4	0	0	0	0	486
5	0	0	0	0	482
6	0	0	0	0	487
7	0	0	0	0	475
8	0	0	0	0	477
9	0	0	0	0	463
10	0	0	0	0	461
11	0	0	0	0	448
12	0	0	0	0	456
13	0	0	0	0	446
14	0	0	0	0	454
15	0	0	0	0	451
0	0	0	0	0	461
1	0	0	0	0	460
2	0	0	0	0	470
3	0	0	0	0	466
4	0	0	0	0	475
5	0	0	0	0	468
6	0	0	0	0	473
7	0	0	0	0	468
8	0	0	0	0	476
9	0	0	0	0	472
10	0	0	0	0	481
11	0	0	0	0	479
12	0	0	0	0	487
13	0	0	0	0	479
14	0	0	0	0	472
15	0	0	0	0	459
0	0	0	0	0	462
1	0	0	0	0	455
2	0	0	0	0	465
3	0	0	0	0	464
4	0	0	0	0	478
5	0	0	0	0	478
6	0	0	0	0	508
7	0	0	0	0	537
8	0	0	0	0	560
9	0	0	0	0	412
10	0	0	0	0	241
11	0	0	0	0	339
12	0	0	0	0	499
13	0	0	0	0	514
14	0	0	0	0	551
15	0	0	0	0	557
0	0	0	0	0	563
1	0	0	0	0	565
2	0	0	0	0	572
3	0	0	0	0	559
4	0	0	0	0	561
5	0	0	0	0	551
6	0	0	0	0	551
7	0	0	0	0	541
8	0	0	0	0	543
9	0	0	0	0	533
10	0	0	0	0	537
11	0	0	0	0	527
12	0	0	0	0	527
13	0	0	0	0	516
14	0	0	0	0	517
15	0	0	0	0	506
0	0	0	0	0	505
1	0	0	0	0	494
2	0	0	0	0	502
3	0	0	0	0	495
4	0	0	0	0	507
5	0	0	0	0	508
6	0	0	0	0	520
7	0	0	0	0	515
8	0	0	0	0	523
9	0	0	0	0	518
10	0	0	0	0	521
11	0	0	0	0	515
12	0	0	0	0	525
13	0	0	0	0	525
14	0	0	0	0	534
15	0	0	0	0	530
0	0	0	0	0	536
1	0	0	0	0	525
2	0	0	0	0	530
3	0	0	0	0	529
4	0	0	0	0	547
5	0	0	0	0	547
6	0	0	0	0	557
7	0	0	0	0	551
8	0	0	0	0	555
9	0	0	0	0	544
10	0	0	0	0	545
11	0	0	0	0	539
12	0	0	0	0	544
13	0	0	0	0	537
14	0	0	0	0	543
15	0	0	0	0	536
0	0	0	0	0	545
1	0	0	0	0	539
2	0	0	0	0	542
3	0	0	0	0	528
4	0	0	0	0	527
5	0	0	0	0	516
6	0	0	0	0	521
7	0	0	0	0	512
8	0	0	0	0	514
9	0	0	0	0	505
10	0	0	0	0	514
11	0	0	0	0	505
12	0	0	0	0	511
13	0	0	0	0	503
14	0	0	0	0	505
15	0	0	0	0	494
0	0	0	0	0	496
1	0	0	0	0	487
2	0	0	0	0	493
3	0	0	0	0	485
4	0	0	0	0	492
5	0	0	0	0	488
6	0	0	0	0	495
7	0	0	0	0	487
8	0	0	0	0	487
9	0	0	0	0	478
10	0	0	0	0	484
11	0	0	0	0	478
12	0	0	0	0	486
13	0	0	0	0	479
14	0	0	0	0	485
15	0	0	0	0	478
0	0	0	0	0	508
1	0	0	0	0	534
2	0	0	0	0	538
3	0	0	0	0	380
4	0	0	0	0	244
