nSeq,I1,I2,O1,O2,A2
0	0	0	0	0	525
1	0	0	0	0	544
2	0	0	0	0	546
3	0	0	0	0	543
4	0	0	0	0	540
5	0	0	0	0	535
6	0	0	0	0	532
7	0	0	0	0	529
8	0	0	0	0	528
9	0	0	0	0	525
10	0	0	0	0	525
11	0	0	0	0	524
12	0	0	0	0	525
13	0	0	0	0	523
14	0	0	0	0	523
15	0	0	0	0	520
0	0	0	0	0	519
1	0	0	0	0	514
2	0	0	0	0	511
3	0	0	0	0	509
4	0	0	0	0	507
5	0	0	0	0	504
6	0	0	0	0	504
7	0	0	0	0	505
8	0	0	0	0	507
9	0	0	0	0	507
10	0	0	0	0	507
11	0	0	0	0	507
12	0	0	0	0	510
13	0	0	0	0	510
14	0	0	0	0	510
15	0	0	0	0	511
0	0	0	0	0	514
1	0	0	0	0	512
2	0	0	0	0	512
3	0	0	0	0	509
4	0	0	0	0	511
5	0	0	0	0	508
6	0	0	0	0	512
7	0	0	0	0	511
8	0	0	0	0	513
9	0	0	0	0	512
10	0	0	0	0	512
11	0	0	0	0	511
12	0	0	0	0	514
13	0	0	0	0	513
14	0	0	0	0	516
15	0	0	0	0	515
0	0	0	0	0	515
1	0	0	0	0	512
2	0	0	0	0	512
3	0	0	0	0	512
4	0	0	0	0	513
5	0	0	0	0	512
6	0	0	0	0	514
7	0	0	0	0	513
8	0	0	0	0	516
9	0	0	0	0	513
10	0	0	0	0	511
11	0	0	0	0	510
12	0	0	0	0	511
13	0	0	0	0	512
14	0	0	0	0	511
15	0	0	0	0	510
0	0	0	0	0	511
1	0	0	0	0	511
2	0	0	0	0	510
3	0	0	0	0	522
4	0	0	0	0	507
5	0	0	0	0	428
6	0	0	0	0	415
7	0	0	0	0	490
8	0	0	0	0	524
9	0	0	0	0	531
10	0	0	0	0	533
11	0	0	0	0	529
12	0	0	0	0	529
13	0	0	0	0	527
14	0	0	0	0	526
15	0	0	0	0	524
0	0	0	0	0	526
1	0	0	0	0	524
2	0	0	0	0	524
3	0	0	0	0	521
4	0	0	0	0	522
5	0	0	0	0	519
6	0	0	0	0	519
7	0	0	0	0	518
8	0	0	0	0	518
9	0	0	0	0	513
10	0	0	0	0	514
11	0	0	0	0	511
12	0	0	0	0	510
