nSeq,I1,I2,O1,O2,A2
4,0,0,0,0,525
5,0,0,0,0,523
6,0,0,0,0,522
7,0,0,0,0,519
8,0,0,0,0,519
9,0,0,0,0,518
10,0,0,0,0,518
11,0,0,0,0,518
12,0,0,0,0,518
13,0,0,0,0,515
14,0,0,0,0,513
15,0,0,0,0,513
0,0,0,0,0,514
1,0,0,0,0,511
2,0,0,0,0,514
3,0,0,0,0,513
4,0,0,0,0,515
5,0,0,0,0,513
6,0,0,0,0,515
7,0,0,0,0,516
8,0,0,0,0,515
9,0,0,0,0,512
10,0,0,0,0,515
11,0,0,0,0,511
12,0,0,0,0,514
13,0,0,0,0,513
14,0,0,0,0,512
15,0,0,0,0,512
0,0,0,0,0,515
1,0,0,0,0,513
2,0,0,0,0,515
3,0,0,0,0,513
4,0,0,0,0,512
5,0,0,0,0,510
6,0,0,0,0,512
7,0,0,0,0,511
8,0,0,0,0,513
9,0,0,0,0,509
10,0,0,0,0,511
11,0,0,0,0,509
12,0,0,0,0,514
13,0,0,0,0,510
14,0,0,0,0,504
15,0,0,0,0,502
0,0,0,0,0,510
1,0,0,0,0,508
2,0,0,0,0,511
3,0,0,0,0,510
4,0,0,0,0,516
5,0,0,0,0,516
6,0,0,0,0,515
7,0,0,0,0,514
8,0,0,0,0,516
9,0,0,0,0,527
10,0,0,0,0,542
11,0,0,0,0,498
12,0,0,0,0,402
13,0,0,0,0,402
14,0,0,0,0,548
15,0,0,0,0,589
0,0,0,0,0,560
1,0,0,0,0,534
2,0,0,0,0,526
3,0,0,0,0,521
4,0,0,0,0,522
5,0,0,0,0,520
6,0,0,0,0,519
7,0,0,0,0,517
8,0,0,0,0,518
9,0,0,0,0,517
10,0,0,0,0,517
11,0,0,0,0,514
12,0,0,0,0,515
13,0,0,0,0,513
14,0,0,0,0,515
15,0,0,0,0,510
0,0,0,0,0,516
1,0,0,0,0,511
2,0,0,0,0,512
3,0,0,0,0,507
4,0,0,0,0,513
5,0,0,0,0,511
6,0,0,0,0,510
7,0,0,0,0,510
8,0,0,0,0,517
9,0,0,0,0,519
10,0,0,0,0,521
11,0,0,0,0,523
12,0,0,0,0,527
13,0,0,0,0,521
14,0,0,0,0,525
15,0,0,0,0,519
0,0,0,0,0,521
1,0,0,0,0,518
2,0,0,0,0,516
3,0,0,0,0,515
4,0,0,0,0,514
5,0,0,0,0,510
6,0,0,0,0,513
7,0,0,0,0,511
8,0,0,0,0,511
9,0,0,0,0,509
10,0,0,0,0,511
11,0,0,0,0,511
12,0,0,0,0,511
13,0,0,0,0,510
14,0,0,0,0,511
15,0,0,0,0,511
0,0,0,0,0,511
1,0,0,0,0,508
2,0,0,0,0,511
3,0,0,0,0,513
4,0,0,0,0,517
5,0,0,0,0,514
6,0,0,0,0,513
7,0,0,0,0,515
8,0,0,0,0,516
9,0,0,0,0,515
10,0,0,0,0,515
11,0,0,0,0,513
12,0,0,0,0,518
13,0,0,0,0,513
14,0,0,0,0,515
15,0,0,0,0,513
0,0,0,0,0,517
1,0,0,0,0,512
2,0,0,0,0,519
3,0,0,0,0,514
4,0,0,0,0,514
5,0,0,0,0,512
6,0,0,0,0,513
7,0,0,0,0,515
8,0,0,0,0,512
9,0,0,0,0,508
10,0,0,0,0,504
11,0,0,0,0,505
12,0,0,0,0,509
13,0,0,0,0,505
14,0,0,0,0,510
15,0,0,0,0,516
0,0,0,0,0,514
1,0,0,0,0,513
2,0,0,0,0,517
3,0,0,0,0,513
4,0,0,0,0,521
5,0,0,0,0,547
6,0,0,0,0,528
7,0,0,0,0,447
8,0,0,0,0,367
9,0,0,0,0,477
10,0,0,0,0,585
11,0,0,0,0,573
12,0,0,0,0,542
13,0,0,0,0,527
14,0,0,0,0,527
15,0,0,0,0,518
0,0,0,0,0,519
1,0,0,0,0,515
2,0,0,0,0,518
3,0,0,0,0,515
4,0,0,0,0,513
5,0,0,0,0,513
6,0,0,0,0,515
7,0,0,0,0,513
8,0,0,0,0,512
9,0,0,0,0,512
10,0,0,0,0,514
11,0,0,0,0,512
12,0,0,0,0,514
13,0,0,0,0,512
14,0,0,0,0,515
15,0,0,0,0,513
0,0,0,0,0,517
1,0,0,0,0,512
2,0,0,0,0,514
3,0,0,0,0,513
4,0,0,0,0,517
5,0,0,0,0,514
6,0,0,0,0,518
7,0,0,0,0,517
8,0,0,0,0,519
9,0,0,0,0,515
10,0,0,0,0,517
11,0,0,0,0,515
12,0,0,0,0,517
13,0,0,0,0,513
14,0,0,0,0,515
15,0,0,0,0,506
0,0,0,0,0,509
1,0,0,0,0,506
2,0,0,0,0,509
3,0,0,0,0,508
4,0,0,0,0,508
5,0,0,0,0,508
6,0,0,0,0,508
7,0,0,0,0,506
8,0,0,0,0,509
9,0,0,0,0,507
10,0,0,0,0,508
11,0,0,0,0,508
12,0,0,0,0,510
13,0,0,0,0,507
14,0,0,0,0,511
15,0,0,0,0,507
0,0,0,0,0,509
1,0,0,0,0,505
2,0,0,0,0,510
3,0,0,0,0,508
4,0,0,0,0,509
5,0,0,0,0,507
6,0,0,0,0,508
7,0,0,0,0,508
8,0,0,0,0,511
9,0,0,0,0,505
10,0,0,0,0,506
11,0,0,0,0,504
12,0,0,0,0,505
13,0,0,0,0,504
14,0,0,0,0,505
15,0,0,0,0,511
0,0,0,0,0,510
1,0,0,0,0,508
2,0,0,0,0,511
3,0,0,0,0,510
4,0,0,0,0,514
5,0,0,0,0,513
6,0,0,0,0,517
7,0,0,0,0,516
8,0,0,0,0,520
9,0,0,0,0,511
10,0,0,0,0,513
11,0,0,0,0,517
12,0,0,0,0,520
13,0,0,0,0,521
14,0,0,0,0,526
15,0,0,0,0,526
0,0,0,0,0,527
1,0,0,0,0,527
2,0,0,0,0,527
3,0,0,0,0,525
4,0,0,0,0,540
5,0,0,0,0,556
6,0,0,0,0,517
7,0,0,0,0,409
8,0,0,0,0,392
9,0,0,0,0,543
10,0,0,0,0,601
11,0,0,0,0,569
12,0,0,0,0,545
13,0,0,0,0,534
14,0,0,0,0,530
15,0,0,0,0,526
0,0,0,0,0,524
1,0,0,0,0,519
2,0,0,0,0,520
3,0,0,0,0,513
4,0,0,0,0,513
5,0,0,0,0,511
6,0,0,0,0,509
7,0,0,0,0,508
8,0,0,0,0,510
9,0,0,0,0,508
10,0,0,0,0,511
11,0,0,0,0,506
12,0,0,0,0,511
13,0,0,0,0,507
14,0,0,0,0,507
15,0,0,0,0,504
0,0,0,0,0,508
1,0,0,0,0,508
2,0,0,0,0,510
3,0,0,0,0,511
4,0,0,0,0,519
5,0,0,0,0,522
6,0,0,0,0,523
7,0,0,0,0,524
8,0,0,0,0,528
9,0,0,0,0,522
10,0,0,0,0,523
11,0,0,0,0,521
12,0,0,0,0,525
13,0,0,0,0,519
14,0,0,0,0,519
15,0,0,0,0,517
0,0,0,0,0,519
1,0,0,0,0,513
2,0,0,0,0,512
3,0,0,0,0,507
4,0,0,0,0,507
5,0,0,0,0,507
6,0,0,0,0,509
7,0,0,0,0,506
8,0,0,0,0,508
9,0,0,0,0,504
10,0,0,0,0,508
11,0,0,0,0,508
12,0,0,0,0,511
13,0,0,0,0,511
14,0,0,0,0,511
15,0,0,0,0,511
0,0,0,0,0,513
1,0,0,0,0,510
2,0,0,0,0,512
3,0,0,0,0,510
4,0,0,0,0,512
5,0,0,0,0,510
6,0,0,0,0,512
7,0,0,0,0,508
8,0,0,0,0,511
9,0,0,0,0,509
10,0,0,0,0,508
11,0,0,0,0,508
12,0,0,0,0,511
13,0,0,0,0,509
14,0,0,0,0,512
15,0,0,0,0,512
0,0,0,0,0,513
1,0,0,0,0,511
2,0,0,0,0,511
3,0,0,0,0,510
4,0,0,0,0,509
5,0,0,0,0,500
6,0,0,0,0,506
7,0,0,0,0,502
8,0,0,0,0,510
9,0,0,0,0,513
10,0,0,0,0,515
11,0,0,0,0,513
12,0,0,0,0,516
13,0,0,0,0,513
14,0,0,0,0,515
15,0,0,0,0,515
0,0,0,0,0,540
1,0,0,0,0,532
2,0,0,0,0,478
3,0,0,0,0,399
4,0,0,0,0,470
5,0,0,0,0,575
6,0,0,0,0,579
7,0,0,0,0,541
8,0,0,0,0,524
9,0,0,0,0,514
10,0,0,0,0,510
11,0,0,0,0,505
12,0,0,0,0,507
13,0,0,0,0,504
14,0,0,0,0,505
15,0,0,0,0,503
0,0,0,0,0,504
1,0,0,0,0,504
2,0,0,0,0,502
3,0,0,0,0,503
4,0,0,0,0,506
5,0,0,0,0,504
6,0,0,0,0,507
7,0,0,0,0,504
8,0,0,0,0,507
9,0,0,0,0,505
10,0,0,0,0,504
11,0,0,0,0,502
12,0,0,0,0,505
13,0,0,0,0,505
14,0,0,0,0,513
15,0,0,0,0,513
0,0,0,0,0,521
1,0,0,0,0,520
2,0,0,0,0,526
3,0,0,0,0,525
4,0,0,0,0,525
5,0,0,0,0,524
6,0,0,0,0,524
7,0,0,0,0,523
8,0,0,0,0,523
9,0,0,0,0,517
10,0,0,0,0,521
11,0,0,0,0,519
12,0,0,0,0,520
13,0,0,0,0,513
14,0,0,0,0,515
15,0,0,0,0,512
0,0,0,0,0,515
1,0,0,0,0,513
2,0,0,0,0,513
3,0,0,0,0,513
4,0,0,0,0,515
5,0,0,0,0,514
6,0,0,0,0,517
7,0,0,0,0,514
8,0,0,0,0,517
